Power,currentCPUFrequency,userTime1Sec,idleTime1Sec,systemTime1Sec,ioWaitTime1Sec,percentCPU,contextSwitches,interrupts,interruptsSoftware,numberOfProcesses,percentVirtualMemory,networkBytesSent,networkBytesReceived,networkConnections,systemCalls,cacheMemoryUsedBytes,sharedMemoryUsedByes,swapMemoryUsedBytes,swapMemoryOutBytes,swapMemoryInBytes,ioReadBytes,ioWriteBytes
69.4,1200.917344,0.004368526,31.99290202,0.004368526,0,0,454.1083041,300.9914589,164.0381608,397,2.5,896095123,1.12614E+12,10,164.0381608,2877030400,35921920,0,0,0,0,114688
67.7,1200.938719,0.001797888,31.99342117,0.001797888,0.001797888,0,423.043102,282.8078196,142.2129595,397,2.5,896096065,1.12614E+12,10,142.2129595,2877030400,35921920,0,0,0,0,114688
68,1201.0825,0.001795378,31.99184467,0.003590756,0,0,422.9911109,277.5654743,139.3213506,397,2.5,896096965,1.12614E+12,10,139.3213506,2877030400,35921920,0,0,0,0,114688
68.4,1201.057375,0.002195627,31.99467429,0,0,0,418.2669127,271.1599145,127.785482,397,2.5,896098421,1.12614E+12,10,127.785482,2877030400,35921920,0,0,0,0,114688
86.4,1201.020781,0.002199797,31.99385465,0.002199797,0,0,444.5790721,283.1139365,154.2058038,398,2.5,896099447,1.12614E+12,10,154.2058038,2877030400,35921920,0,0,0,0,114688
69.5,1200.984625,0.001803094,31.99228853,0.001803094,0,0,424.9891454,269.562483,125.8559285,398,2.5,896100787,1.12614E+12,10,125.8559285,2877030400,35921920,0,0,0,0,114688
86.4,1200.91075,0.001790919,31.99476479,0.001790919,0,0,420.3286479,279.2042446,152.4071919,397,2.5,896102169,1.12614E+12,10,152.4071919,2877030400,35921920,0,0,0,0,114688
68.5,1201.031375,0.002197869,31.994384,0.002197869,0,0,410.7817799,269.2389943,140.224064,397,2.5,896103195,1.12614E+12,10,140.224064,2877030400,35921920,0,0,0,0,114688
68.4,1200.959906,0.003603439,31.99493212,0.001801719,0.001801719,0,421.7824986,279.6268423,120.5350242,397,2.5,896104451,1.12614E+12,10,120.5350242,2877030400,35921920,0,0,0,0,114688
75.6,1201.089531,0.001799968,31.99262733,0.003599936,0,0,439.9121256,286.1948771,151.3772903,398,2.5,896105677,1.12614E+12,10,151.3772903,2877030400,35921920,0,0,0,0,114688
68.9,1201.02725,0,31.99349695,0.002192236,0,0,467.3847848,302.3093894,153.0180956,398,2.5,896106933,1.12614E+12,10,153.0180956,2877030400,35921920,0,0,0,0,114688
86.4,1201.081406,0.0065764,31.98980395,0.004384267,0,0,523.4814763,343.9457438,211.321668,398,2.5,896107959,1.12614E+12,10,211.321668,2877034496,35921920,0,0,0,0,114688
68.9,1200.98475,0.001800965,31.99233509,0.001800965,0,0,474.3740748,306.3440779,151.4611226,398,2.5,896109215,1.12614E+12,10,151.4611226,2877034496,35921920,0,0,0,0,114688
68.7,1200.96325,0.001783529,31.99472931,0.001783529,0,0,454.0865201,294.8173675,161.9444463,398,2.5,896110115,1.12614E+12,10,161.9444463,2877034496,35921920,0,0,0,0,114688
68.9,1200.89825,0.002193429,31.99116662,0.002193429,0,0,513.4818036,330.3304555,203.3308979,398,2.5,896111099,1.12614E+12,10,203.3308979,2877034496,35921920,0,0,0,0,114688
67.9,1201.017969,0,31.99476168,0.003597747,0,0,467.167413,302.7503874,163.1578143,398,2.5,896112397,1.12614E+12,10,163.1578143,2877038592,35921920,0,0,0,0,118784
69,1200.9725,0.003590796,31.99040539,0.003590796,0.001795398,0,505.0455178,332.1486697,192.6462285,398,2.5,896113423,1.12614E+12,10,192.6462285,2877038592,35921920,0,0,0,0,118784
69.5,1200.930688,0.003609858,31.99056239,0.003609858,0,0,474.5158458,313.696668,180.6733974,397,2.5,896114721,1.12614E+12,10,180.6733974,2877038592,35921920,0,0,0,0,118784
69.1,1200.874438,0.002192918,31.99248794,0.002192918,0,0,479.1526914,314.6838042,189.9067418,397,2.5,896115747,1.12614E+12,10,189.9067418,2877038592,35921920,0,0,0,0,118784
67.7,1201.110906,0.012577249,31.98035074,0.00539025,0,0.1,528.7834836,346.2336979,200.3376093,397,2.5,896117003,1.12614E+12,10,200.3376093,2877038592,35921920,0,0,0,0,118784
68.2,1201.083031,0.00359256,31.98994945,0.00179628,0,0,511.9397829,343.8079805,216.8109888,398,2.5,896118163,1.12614E+12,10,216.8109888,2877038592,35921920,0,0,0,0,118784
78.3,1201.125875,0.002192175,31.99260623,0.004384351,0,0,493.6778761,325.9764661,201.4609095,398,2.5,896119759,1.12614E+12,10,201.4609095,2877038592,35921920,0,0,0,0,118784
67.7,1200.927156,0.00359863,31.99362323,0.001799315,0,0,478.257975,311.2815263,173.0941204,398,2.5,896120817,1.12614E+12,10,173.0941204,2877038592,35921920,0,0,0,0,118784
68.1,1201.113313,0.001796026,31.99261761,0.001796026,0,0,472.5345362,309.4553424,168.8264782,398,2.5,896122189,1.12614E+12,10,168.8264782,2877038592,35921920,0,0,0,0,118784
68.5,1200.997563,0.002191493,31.99141636,0.002191493,0,0,477.5263478,314.0409621,178.6066881,398,2.5,896123089,1.12614E+12,10,178.6066881,2877038592,35921920,0,0,0,0,118784
68,1201.141125,0,31.9936105,0.004390806,0,0,482.1105377,317.89438,172.1196091,398,2.5,896124471,1.12614E+12,10,172.1196091,2877038592,35921920,0,0,0,0,118784
68.6,1201.144406,0.001795566,31.99339232,0.003591132,0,0,485.3414493,321.4062872,174.1698875,398,2.5,896125487,1.12614E+12,10,174.1698875,2877038592,35921920,0,0,0,0,118784
68.6,1200.984188,0,31.99271201,0.003592265,0.001796132,0,471.3051669,305.3425243,167.2199353,398,2.5,896126471,1.12614E+12,10,167.2199353,2877038592,35921920,0,0,0,0,118784
68.6,1201.060406,0,31.99399513,0.004381839,0,0,465.3512679,311.1105463,177.2453746,398,2.5,896127769,1.12614E+12,10,177.2453746,2877038592,35921920,0,0,0,0,118784
68.6,1201.059594,0.003603307,31.9919603,0.003603307,0,0,507.5257767,335.6480376,188.4529508,398,2.5,896128753,1.12614E+12,10,188.4529508,2877042688,35921920,0,0,0,0,122880
68.2,1201.145875,0.001796178,31.99352801,0.001796178,0,0,471.13757,311.8165542,163.8114616,398,2.5,896130051,1.12614E+12,10,163.8114616,2877042688,35921920,0,0,0,0,122880
67.9,1201.037281,0.004368085,31.9918509,0.002184042,0,0,494.4671658,327.1695293,197.874228,398,2.5,896131109,1.12614E+12,10,197.874228,2877042688,35921920,0,0,0,0,122880
68.7,1201.033438,0.004387726,31.99090863,0.002193863,0,0,501.2976699,324.4723211,175.9478036,398,2.5,896132491,1.12614E+12,10,175.9478036,2877042688,35921920,0,0,0,0,122880
68.4,1201.245031,0.001795397,31.99217781,0.001795397,0,0,490.3229003,321.0169703,177.5647559,398,2.5,896133433,1.12614E+12,10,177.5647559,2877042688,35921920,0,0,0,0,122880
68.5,1201.017438,0.002180212,31.99461749,0.002180212,0,0,481.3909058,313.5145482,175.7251223,398,2.5,896134417,1.12614E+12,10,175.7251223,2877042688,35921920,0,0,0,0,122880
68.5,1201.240594,0.002195161,31.99228006,0.002195161,0,0,472.1791849,315.8837039,205.6866091,398,2.5,896135781,1.12614E+12,10,205.6866091,2877042688,35921920,0,0,0,0,122880
86.6,1200.889906,0.001799966,31.9926043,0.003599933,0,0,507.0505587,328.8538767,166.6768965,398,2.5,896136681,1.12614E+12,10,166.6768965,2877042688,35921920,0,0,0,0,122880
68.6,1201.154156,0.003600516,31.99058681,0.001800258,0,0,490.0302605,320.8059972,172.1046764,398,2.5,896138063,1.12614E+12,10,172.1046764,2877042688,35921920,0,0,0,0,122880
72.1,1201.029906,0.002188634,31.9934446,0.002188634,0,0,491.5670857,322.1668522,182.5320345,398,2.5,896139089,1.12614E+12,10,182.5320345,2877042688,35921920,0,0,0,0,122880
70.5,1200.994563,0.004368126,31.99215135,0.004368126,0.002184063,0.1,472.8495882,314.2866316,189.3582415,398,2.5,896140345,1.12614E+12,10,189.3582415,2877042688,35921920,0,0,0,0,122880
68.1,1200.9815,0.001797477,31.99149865,0.001797477,0,0,475.9719543,317.0749726,172.5578082,398,2.5,896141245,1.12614E+12,10,172.5578082,2877042688,35921920,0,0,0,0,122880
68.2,1200.963,0.001798912,31.99364193,0.003597823,0,0,423.1039967,276.3128142,133.1194547,398,2.5,896142735,1.12614E+12,10,133.1194547,2877042688,35921920,0,0,0,0,122880
68.1,1201.100344,0.002194821,31.99390718,0.002194821,0,0,427.3316682,281.5955471,144.8581926,398,2.5,896143677,1.12614E+12,10,144.8581926,2877042688,35921920,0,0,0,0,122880
68.4,1200.922375,0.001799806,31.99154811,0.003599612,0,0,459.1304598,308.3067337,175.1211044,398,2.5,896145119,1.12614E+12,10,175.1211044,2877042688,35921920,0,0,0,0,122880
68.2,1200.999469,0.003595852,31.99049832,0.001797926,0,0,427.7266088,282.0945982,136.2827951,398,2.5,896146241,1.12614E+12,10,136.2827951,2877046784,35921920,0,0,0,0,126976
67.9,1201.092813,0.002192824,31.99330575,0.004385648,0,0,434.6177655,288.7949532,156.5676511,396,2.5,896147781,1.12614E+12,10,156.5676511,2877046784,35921920,0,0,0,0,126976
68.2,1201.246031,0.002193516,31.99242974,0.004387032,0,0,427.2969018,276.8217095,135.9979872,396,2.5,896148755,1.12614E+12,10,135.9979872,2877046784,35921920,0,0,0,0,126976
85.8,1201.058188,0.003599406,31.99331662,0.001799703,0,0,426.5295629,284.5330122,136.2375017,396,2.5,896149697,1.12614E+12,10,136.2375017,2877046784,35921920,0,0,0,0,126976
78.3,1200.967094,0.001797175,31.99151446,0.00359435,0,0,442.6442341,287.368303,148.4466656,396,2.5,896151037,1.12614E+12,10,148.4466656,2877046784,35921920,0,0,0,0,126976
69.3,1200.98275,0.002193744,31.99355566,0.004387487,0.002193744,0,420.5406349,275.3148132,129.211494,396,2.5,896152137,1.12614E+12,10,129.211494,2877046784,35921920,0,0,0,0,126976
69.9,1201.184563,0.003589544,31.993602,0.001794772,0,0,416.7460105,276.3948563,132.095204,396,2.5,896153435,1.12614E+12,10,132.095204,2877046784,35921920,0,0,0,0,126976
69.1,1201.080063,0.003590913,31.99324047,0.001795457,0,0,465.0232494,294.454876,148.6638033,396,2.5,896154335,1.12614E+12,10,148.6638033,2877046784,35921920,0,0,0,0,126976
79.7,1201.136594,0.002181373,31.99201443,0.002181373,0,0,456.7794778,299.7206316,182.3627715,396,2.5,896155319,1.12614E+12,10,182.3627715,2877046784,35921920,0,0,0,0,126976
68.5,1200.923188,0,31.99291612,0.002195054,0,0,466.6685398,298.0883711,162.2145112,396,2.5,896156617,1.12614E+12,10,162.2145112,2877046784,35921920,0,0,0,0,126976
75.6,1200.913438,0.001798848,31.99250816,0.001798848,0,0,450.6113744,297.7093112,174.6681216,396,2.5,896157517,1.12614E+12,10,174.6681216,2877046784,35921920,0,0,0,0,126976
68.6,1200.948781,0.001797623,31.99228892,0.005392868,0,0,484.6390455,318.8982443,179.2229705,396,2.5,896158557,1.12614E+12,10,179.2229705,2877046784,35921920,0,0,0,0,126976
68.7,1200.954688,0,31.99521011,0.002185167,0,0,435.7222304,285.1642481,138.5395657,395,2.5,896160023,1.12614E+12,10,138.5395657,2877046784,35921920,0,0,0,0,126976
79.8,1201.1035,0.003590359,31.99189153,0.003590359,0,0,441.7936427,293.6913448,152.4107284,395,2.5,896161031,1.12614E+12,10,152.4107284,2877046784,35921920,0,0,0,0,126976
68.9,1201.02325,0.005395944,31.99075063,0.003597296,0,0,428.7976471,279.5098757,128.6033212,395,2.5,896161973,1.12614E+12,10,128.6033212,2877050880,35921920,0,0,0,0,131072
68.9,1201.043688,0.002190045,31.99436896,0.002190045,0,0,420.2696559,273.7556383,135.7827966,395,2.5,896163313,1.12614E+12,10,135.7827966,2877050880,35921920,0,0,0,0,131072
68.7,1201.040063,0.010935112,31.98520173,0.002187022,0,0.1,485.7376619,313.4003014,146.7491991,395,2.5,896164213,1.12614E+12,10,146.7491991,2877050880,35921920,0,0,0,0,131072
67.7,1201.228031,0.00179896,31.99451101,0.00179896,0,0,413.4011038,269.8440625,130.0648381,396,2.5,896165239,1.12614E+12,10,130.0648381,2877050880,35921920,0,0,0,0,131072
67.7,1200.994469,0.004384323,31.99240285,0.004384323,0,0,449.6122943,297.4762962,153.2320789,395,2.5,896166495,1.12614E+12,10,153.2320789,2877050880,35921920,0,0,0,0,131072
68.6,1201.091969,0.00219053,31.99488292,0.00219053,0.00219053,0,426.7152672,277.9782721,135.1557084,395,2.5,896167479,1.12614E+12,10,135.1557084,2877050880,35921920,0,0,0,0,131072
68.7,1201.010719,0.001793853,31.99336131,0.003587705,0,0,429.2689297,286.2988767,146.5577583,395,2.5,896168777,1.12614E+12,10,146.5577583,2877050880,35921920,0,0,0,0,131072
68.5,1201.121031,0.001797136,31.99441881,0.003594273,0,0,417.474779,271.7270193,120.9472778,395,2.5,896169803,1.12614E+12,10,120.9472778,2877050880,35921920,0,0,0,0,131072
69,1201.076406,0.002193615,31.99167479,0.004387229,0,0,490.9309393,325.9711241,184.7023462,395,2.5,896171203,1.12614E+12,10,184.7023462,2877050880,35921920,0,0,0,0,131072
68.8,1201.092438,0.004390249,31.99174633,0.002195125,0,0,508.8298888,337.6101678,198.2197539,395,2.5,896172251,1.12614E+12,10,198.2197539,2877083648,35921920,0,0,0,0,131072
67.8,1201.09125,0.001796062,31.99145937,0.001796062,0.001796062,0,471.825532,309.4615118,169.5482688,395,2.5,896173383,1.12614E+12,10,169.5482688,2877083648,35921920,0,0,0,0,131072
68.3,1201.21875,0.004382001,31.9929888,0.002191,0,0,489.469504,328.2118697,187.9878399,395,2.5,896174409,1.12614E+12,10,187.9878399,2877083648,35921920,0,0,0,0,131072
67.8,1201.077313,0.001796326,31.99436959,0.001796326,0,0,462.5540492,306.0940194,162.7471723,395,2.5,896175781,1.12614E+12,10,162.7471723,2877083648,35921920,0,0,0,0,131072
68,1200.944031,0.001802092,31.99074445,0.003604185,0,0,479.7169994,318.9703565,177.1456839,395,2.5,896177121,1.12614E+12,10,177.1456839,2877083648,35921920,0,0,0,0,131072
68.1,1201.003813,0.003598847,31.99194722,0.003598847,0,0,430.6020007,279.0905571,133.8770951,395,2.5,896178577,1.12614E+12,10,133.8770951,2877083648,35921920,0,0,0,0,131072
68.6,1201.120969,0.003594682,31.9926726,0.001797341,0,0,417.8818191,286.1367122,132.1045751,394,2.5,896179519,1.12614E+12,10,132.1045751,2877087744,35921920,0,0,0,0,135168
68.7,1201.174781,0.003592357,31.99353376,0.003592357,0,0,418.3300029,278.5873055,143.8739083,394,2.5,896180461,1.12614E+12,10,143.8739083,2877087744,35921920,0,0,0,0,135168
86.4,1201.065656,0.003576105,31.99183504,0.001788052,0,0,439.6821057,277.863356,124.4484529,394,2.5,896181801,1.12614E+12,10,124.4484529,2877087744,35921920,0,0,0,0,135168
70.1,1201.140688,0.00219621,31.99439176,0.004392421,0.00219621,0,433.9711567,287.7035503,145.1695013,394,2.5,896182701,1.12614E+12,10,145.1695013,2877087744,35921920,0,0,0,0,135168
69.4,1202.799031,0.002194201,31.99364208,0.002194201,0,0,443.8868249,287.4403068,150.0833357,395,2.5,896184083,1.12614E+12,10,150.0833357,2877087744,35921920,0,0,0,0,135168
68.2,1201.090063,0.005396221,31.99059762,0.003597481,0,0,428.10021,277.9053884,125.9118265,395,2.5,896185057,1.12614E+12,10,125.9118265,2877087744,35921920,0,0,0,0,135168
68.5,1201.097781,0.001791985,31.99230163,0.001791985,0,0,415.3820377,276.5032287,132.9652597,395,2.5,896186167,1.12614E+12,10,132.9652597,2877087744,35921920,0,0,0,0,135168
68.6,1201.170719,0.013163833,31.98372599,0.002193972,0,0.1,436.6004577,284.1193933,128.1279735,395,2.5,896187423,1.12614E+12,10,128.1279735,2877087744,35921920,0,0,0,0,135168
67.9,1201.02625,0.001796535,31.99268739,0.001796535,0,0,439.7916595,290.3199844,142.6448438,395,2.5,896188491,1.12614E+12,10,142.6448438,2877087744,35921920,0,0,0,0,135168
68.3,1201.265031,0.001787987,31.99245612,0.001787987,0,0,486.332536,315.5797522,164.8524258,395,2.5,896189747,1.12614E+12,10,164.8524258,2877087744,35921920,0,0,0,0,135168
68.7,1201.139438,0.002197909,31.99496063,0.002197909,0,0,463.0994165,303.9708083,156.9306993,395,2.5,896190647,1.12614E+12,10,156.9306993,2877087744,35921920,0,0,0,0,135168
68.6,1201.083938,0.002197723,31.99445822,0.002197723,0,0,477.3455369,313.1755939,174.9387879,395,2.5,896191547,1.12614E+12,10,174.9387879,2877087744,35921920,0,0,0,0,135168
68.6,1200.997344,0.001802012,31.99471506,0.001802012,0,0,480.9568825,313.1896073,169.3890856,395,2.5,896192929,1.12614E+12,10,169.3890856,2877087744,35921920,0,0,0,0,135168
67.9,1201.145313,0.001798077,31.99138649,0.003596154,0,0,483.502913,317.9000186,181.2461645,395,2.5,896193871,1.12614E+12,10,181.2461645,2877087744,35921920,0,0,0,0,135168
68.4,1201.116844,0.004367196,31.99189798,0.002183598,0,0,456.5903943,287.3615298,136.6932505,395,2.5,896195211,1.12614E+12,10,136.6932505,2877091840,35921920,0,0,0,0,139264
67.7,1200.990969,0.001797303,31.99379715,0.003594607,0,0,427.9379305,279.4806728,134.2585611,395,2.5,896196195,1.12614E+12,10,134.2585611,2877091840,35921920,0,0,0,0,139264
68,1201.019719,0.003599437,31.99179904,0.003599437,0,0,465.0473038,306.3121173,159.0951302,395,2.5,896197637,1.12614E+12,10,159.0951302,2877091840,35921920,0,0,0,0,139264
68.2,1201.071281,0.006585203,31.99311276,0.004390136,0,0,424.7456136,293.0415474,158.9229066,395,2.5,896199241,1.12614E+12,10,158.9229066,2877124608,35921920,0,0,0,0,139264
76,1201.058531,0.002197729,31.99453557,0.002197729,0,0,423.5023357,277.3533719,139.5557775,395,2.5,896200299,1.12614E+12,10,139.5557775,2877124608,35921920,0,0,0,0,139264
68.2,1201.079719,0.001798817,31.99376602,0.001798817,0,0,435.6735708,280.7953939,123.5787544,395,2.5,896201755,1.12614E+12,10,123.5787544,2877124608,35921920,0,0,0,0,139264
73.9,1201.084813,0.003580162,31.99232413,0.003580162,0,0,414.4037062,274.4193873,133.3610199,395,2.5,896203137,1.12614E+12,10,133.3610199,2877124608,35921920,0,0,0,0,139264
68.8,1201.0205,0.01076362,31.97871387,0.008969683,0.001793937,0.1,557.9142832,380.8527406,282.3656211,396,2.5,896204037,1.12614E+12,10,282.3656211,2877124608,35921920,0,0,0,0,139264
69,1200.913156,0.001800583,31.99455216,0.001800583,0,0,418.4553954,278.1900112,133.6032287,396,2.5,896205493,1.12614E+12,10,133.6032287,2877124608,35921920,0,0,0,0,139264
86.3,1201.025375,0.0035961,31.98910526,0.00179805,0,0,447.1750029,285.3505145,135.9325703,396,2.5,896206477,1.12614E+12,10,135.9325703,2877124608,35921920,0,0,0,0,139264
68.9,1201.086781,0.002179888,31.99203382,0.004359776,0,0,496.1424705,315.8657468,150.4122604,396,2.5,896207377,1.12614E+12,10,150.4122604,2877124608,35921920,0,0,0,0,139264
86.2,1201.276375,0.00219059,31.99137784,0.00438118,0,0,495.5114809,329.4647512,197.3721681,396,2.5,896208361,1.12614E+12,10,197.3721681,2877124608,35921920,0,0,0,0,139264
79.6,1200.876531,0.003589606,31.98877458,0.001794803,0.001794803,0,508.1087407,331.3206412,203.8896254,396,2.5,896209701,1.12614E+12,10,203.8896254,2877128704,35921920,0,0,0,0,139264
68.6,1201.00475,0.002193231,31.99484854,0.002193231,0,0,460.3591108,302.665828,149.1396834,396,2.5,896210601,1.12614E+12,10,149.1396834,2877128704,35921920,0,0,0,0,139264
75,1201.056563,0.013158183,31.98096449,0.004386061,0,0.1,535.7573631,350.0076756,213.3818724,396,2.5,896212057,1.12614E+12,10,213.3818724,2877132800,35921920,0,0,0,0,143360
68.6,1201.168875,0.001797779,31.99148284,0.003595559,0,0,484.8610802,313.7124898,158.5641352,397,2.5,896213041,1.12614E+12,10,158.5641352,2877132800,35921920,0,0,0,0,143360
76.6,1200.969531,0.003592342,31.9898035,0,0,0,488.3788642,322.9515255,183.2094305,397,2.5,896213941,1.12614E+12,10,183.2094305,2877132800,35921920,0,0,0,0,143360
68.9,1200.978906,0.008762284,31.97576352,0.013143425,0,0.1,638.5514193,480.6112569,451.2576068,398,2.5,896214925,1.12614E+12,10,451.2576068,2877132800,35921920,0,0,0,0,143360
68.8,1200.983438,0.004390361,31.99256097,0.002195181,0,0,480.0859808,321.1549108,182.6390197,398,2.5,896216223,1.12614E+12,10,182.6390197,2877132800,35921920,0,0,0,0,143360
68.7,1201.081656,0,31.99305547,0.001801715,0,0,479.9769092,315.4803183,171.3431084,398,2.5,896217647,1.12614E+12,10,171.3431084,2877132800,35921920,0,0,0,0,143360
69.4,1200.91175,0.002201098,31.99296001,0.004402196,0.002201098,0,479.8393727,312.115702,178.2889412,398,2.5,896218547,1.12614E+12,10,178.2889412,2877132800,35921920,0,0,0,0,143360
69.9,1201.127438,0.002186775,31.99251948,0.002186775,0,0,513.6734672,331.9524578,210.8051181,398,2.5,896219929,1.12614E+12,10,210.8051181,2877132800,35921920,0,0,0,0,143360
67.9,1201.039844,0.001796172,31.99341308,0.001796172,0,0,472.7524322,306.7861528,149.8007327,398,2.5,896220829,1.12614E+12,10,149.8007327,2877132800,35921920,0,0,0,0,143360
68.7,1201.00775,0.003601943,31.99065512,0.001800971,0,0,487.1627659,319.8525221,190.3626778,398,2.5,896222211,1.12614E+12,10,190.3626778,2877132800,35921920,0,0,0,0,143360
68.6,1201.101469,0.004360769,31.99278206,0.002180385,0,0,491.2406323,314.6294862,157.8598392,398,2.5,896223111,1.12614E+12,10,157.8598392,2877132800,35921920,0,0,0,0,143360
78.6,1200.965469,0.005392859,31.98864192,0.003595239,0,0,524.5454179,337.233449,209.0631669,397,2.5,896224155,1.12614E+12,10,209.0631669,2877132800,35921920,0,0,0,0,143360
76,1201.022438,0.005398382,31.99080979,0.003598921,0,0,456.5231435,307.7077554,170.4089148,397,2.5,896225759,1.12614E+12,10,170.4089148,2877132800,35921920,0,0,0,0,143360
67.5,1200.854688,0.002195592,31.9897703,0.002195592,0,0,413.6494663,271.1555684,123.1726914,397,2.5,896226817,1.12614E+12,10,123.1726914,2877132800,35921920,0,0,0,0,143360
67.9,1201.040938,0.004384925,31.99241583,0.002192463,0.002192463,0,433.4498773,289.4050774,161.146009,397,2.5,896227759,1.12614E+12,10,161.146009,2877132800,35921920,0,0,0,0,143360
67.8,1201.116438,0.003591522,31.99327667,0.001795761,0,0,418.9510242,277.9837915,126.4215692,397,2.5,896229173,1.12614E+12,10,126.4215692,2877136896,35921920,0,0,0,0,147456
68.2,1200.963063,0.003579785,31.99432676,0.001789892,0,0,401.6518559,268.8418394,124.5765115,398,2.5,896230073,1.12614E+12,10,124.5765115,2877136896,35921920,0,0,0,0,147456
68.7,1201.091406,0,31.99012001,0.006585491,0,0,435.9595027,292.8348322,133.0269178,398,2.5,896231047,1.12614E+12,10,133.0269178,2877136896,35921920,0,0,0,0,147456
67.8,1200.971,0.001793358,31.99530284,0.001793358,0,0,400.6362117,267.7483725,118.0029666,398,2.5,896232513,1.12614E+12,10,118.0029666,2877136896,35921920,0,0,0,0,147456
68.3,1201.1055,0.003601547,31.99073682,0.00540232,0.001800773,0,428.584034,288.8440296,148.0235613,398,2.5,896233455,1.12614E+12,10,148.0235613,2877136896,35921920,0,0,0,0,147456
68.4,1201.047313,0.013138582,31.98149737,0.002189764,0,0.1,464.8868122,302.6253295,144.5243976,398,2.5,896234397,1.12614E+12,10,144.5243976,2877136896,35921920,0,0,0,0,147456
69,1201.081313,0.004365089,31.99173776,0.004365089,0,0,447.8581381,305.3379801,172.2027636,398,2.5,896235737,1.12614E+12,10,172.2027636,2877136896,35921920,0,0,0,0,147456
68.7,1200.975031,0.001791773,31.99031009,0.003583545,0,0,467.1151474,300.6594619,150.1505537,398,2.5,896236637,1.12614E+12,10,150.1505537,2877136896,35921920,0,0,0,0,147456
67.7,1201.027781,0.002198449,31.99402374,0.002198449,0,0,482.3396419,317.8956801,163.7844272,398,2.5,896237611,1.12614E+12,10,163.7844272,2877136896,35921920,0,0,0,0,147456
68.2,1200.976844,0.002198297,31.99182233,0.004396595,0.002198297,0,503.1902791,327.7661451,192.7906836,398,2.5,896239077,1.12614E+12,10,192.7906836,2877136896,35921920,0,0,0,0,147456
68.4,1200.984094,0.001799248,31.9924374,0.003598497,0,0,463.1265613,307.4915669,176.1464272,398,2.5,896239977,1.12614E+12,10,176.1464272,2877136896,35921920,0,0,0,0,147456
69.3,1200.886969,0.003595879,31.99253208,0.003595879,0,0,487.061759,321.1119607,184.1089853,398,2.5,896240877,1.12614E+12,10,184.1089853,2877136896,35921920,0,0,0,0,147456
68.8,1201.059469,0.002197686,31.9939168,0.004395373,0,0,479.3153768,312.9505257,167.2439256,398,2.5,896242259,1.12614E+12,10,167.2439256,2877136896,35921920,0,0,0,0,147456
80.5,1201.051625,0.002198253,31.99117533,0.004396506,0,0,518.7876987,362.4919132,222.4631996,397,2.5,896243683,1.12614E+12,10,222.4631996,2877136896,35921920,0,0,0,0,147456
67.9,1201.132938,0.003579966,31.99236179,0,0,0,476.3144112,311.0990029,163.067429,397,2.5,896244583,1.12614E+12,10,163.067429,2877140992,35921920,0,0,0,0,151552
68.7,1201.095688,0.002194095,31.99429886,0.002194095,0,0,468.4393641,313.7556396,174.869402,397,2.5,896245549,1.12614E+12,10,174.869402,2877140992,35921920,0,0,0,0,151552
68.6,1200.978688,0.002191643,31.99141227,0.004383286,0,0,502.7628947,328.5272795,194.1795661,397,2.5,896246575,1.12614E+12,10,194.1795661,2877140992,35921920,0,0,0,0,151552
69.7,1201.012969,0.001795963,31.99149144,0.001795963,0.001795963,0,481.1385257,314.2935498,168.4613427,397,2.5,896247831,1.12614E+12,10,168.4613427,2877140992,35921920,0,0,0,0,151552
68.6,1201.044531,0.00360574,31.99012316,0.00360574,0,0,527.700014,339.6606855,191.2844943,398,2.5,896249213,1.12614E+12,10,191.2844943,2877140992,35921920,0,0,0,0,151552
68.6,1201.011875,0.002190864,31.99318904,0.004381728,0,0,482.6473701,318.7707324,191.9196987,398,2.5,896250735,1.12614E+12,10,191.9196987,2877140992,35921920,0,0,0,0,151552
68.8,1201.131406,0.002191482,31.9912481,0.002191482,0,0,480.8110586,320.3946069,186.0567861,398,2.5,896251737,1.12614E+12,10,186.0567861,2877140992,35921920,0,0,0,0,151552
68.7,1201.077844,0.003600007,31.99326655,0.001800004,0,0,488.1610154,316.8006589,165.9603452,398,2.5,896253111,1.12614E+12,10,165.9603452,2877173760,35921920,0,0,0,0,151552
69,1201.094813,0.002191523,31.99404958,0.002191523,0,0,470.9583707,308.5664895,157.5705298,398,2.5,896254441,1.12614E+12,10,157.5705298,2877173760,35921920,0,0,0,0,151552
68.9,1201.079375,0.004388562,31.99042591,0.004388562,0,0,543.7428864,341.649586,195.2910286,398,2.5,896255415,1.12614E+12,10,195.2910286,2877173760,35921920,0,0,0,0,151552
68.8,1201.125531,0.001796058,31.99318073,0.003592116,0,0,475.5961521,315.2081748,170.2662961,398,2.5,896256797,1.12614E+12,10,170.2662961,2877173760,35921920,0,0,0,0,151552
69.4,1201.131875,0.001796759,31.99129794,0.003593518,0,0,484.2266101,321.4402247,183.4491165,398,2.5,896257697,1.12614E+12,10,183.4491165,2877173760,35921920,0,0,0,0,151552
69.1,1201.035219,0.013180113,31.97934764,0.004393371,0.002196686,0.1,499.0869477,330.3815006,198.8000386,398,2.5,896258671,1.12614E+12,10,198.8000386,2877173760,35921920,0,0,0,0,151552
68,1201.003625,0.003600324,31.9906766,0.001800162,0,0,500.6250162,333.930027,188.1169155,398,2.5,896260137,1.12614E+12,10,188.1169155,2877173760,35921920,0,0,0,0,151552
